average,country,highestInningScore,inningsBatted,matchesPlayes,name,notOuts,runs,span
26.00, (WI),52,2,1,KL Wishart,0,52,1935-1935
17.00, (ENG),19*,9,9,R Appleyard,6,51,1954-1956
5.66, (INDIA),31,9,8,L Balaji,0,51,2003-2005
25.50, (ENG),30,2,1,MR Benson,0,51,1986-1986
25.50, (NZ),36*,3,2,VR Brown,1,51,1985-1985
25.50, (ENG),40,2,1,AE Dipper,0,51,1921-1921
12.75, (AUS),18*,7,4,XJ Doherty,3,51,2010-2013
12.75, (SA),28,4,2,RL Harvey,0,51,1936-1936
8.50, (INDIA),23,7,4,KS Indrajitsinhji,1,51,1964-1969
5.66, (BDESH),25*,14,7,Kamrul Islam Rabbi,5,51,2016-2018
8.50, (INDIA),26,6,6,Kuldeep Yadav,0,51,2017-2019
51.00, (NZ),51,1,2,HM McGirr,0,51,1930-1930
12.75, (PAK),46,4,2,Nasir Jamshed,0,51,2013-2013
12.75, (ENG),31,4,2,DEV Padgett,0,51,1960-1960
10.20, (SA),17,6,3,JB Robertson,1,51,1935-1936
17.00, (ENG),38,3,2,CL Townsend,0,51,1899-1899
10.00, (WI),23,5,4,RA Legall,0,50,1953-1953
12.50, (PAK),25,4,3,Mohammad Nawaz (3),0,50,2016-2016
50.00, (ENG),27*,2,1,F Penn,1,50,1880-1880
5.00, (ENG),10*,17,16,R Tattersall,7,50,1951-1954
9.80, (ENG),32,5,3,ZS Ansari,0,49,2016-2016
49.00, (PAK),49,1,1,Azmat Rana,0,49,1980-1980
12.25, (WI),22,4,2,MP Fernandes,0,49,1928-1930
16.33, (BDESH),26,4,2,Mohammad Salim,1,49,2003-2003
12.25, (ENG),20,4,2,LCH Palairet,0,49,1902-1902
8.16, (ENG),24,6,5,F Ridgway,0,49,1951-1952
9.80, (SA),35,5,3,C Wesley,0,49,1960-1960
48.00, (ENG),48,1,1,W Chatterton,0,48,1892-1892
9.60, (AUS),26,6,3,JD Edwards,1,48,1888-1888
12.00, (SL),23,4,2,Y Goonasekera,0,48,1983-1983
8.00, (WI),12*,8,5,AH Gray,2,48,1986-1987
9.60, (PAK),27,5,3,Iftikhar Ahmed,0,48,2016-2019
24.00, (INDIA),29,2,1,TE Srinivasan,0,48,1981-1981
11.75, (ENG),19*,5,4,LB Fishlock,1,47,1936-1947
5.22, (WI),10*,11,9,PEW Jones,2,47,1948-1951
23.50, (IRE),43,2,1,EC Joyce,0,47,2018-2018
23.50, (SA),33*,3,2,R McLaren,1,47,2010-2014
23.50, (PAK),25,2,1,Mohammad Ayub,0,47,2012-2012
11.75, (INDIA),29,6,5,VRV Singh,2,47,2006-2007
9.40, (SA),22,5,3,TL Tsolekile,0,47,2004-2004
7.83, (ENG),29,7,7,RK Tyldesley,1,47,1924-1930
11.75, (ENG),38,4,2,AW Wellard,0,47,1937-1938
23.00, (ENG),32,2,2,MW Booth,0,46,1913-1914
6.57, (WI),11,11,10,WW Daniel,4,46,1976-1984
11.50, (NZ),28,4,2,RWG Emery,0,46,1952-1952
23.00, (ZIM),39,2,1,GA Lamb,0,46,2011-2011
11.50, (ENG),24,4,3,DL Maddy,0,46,1999-2000
46.00, (AUS),46,1,1,MF Malone,0,46,1977-1977
23.00, (PAK),36,2,3,Nadeem Abbasi,0,46,1989-1989
9.20, (INDIA),20*,6,4,MV Narasimha Rao,1,46,1978-1979
46.00, (WI),44,2,1,CC Passailaigue,1,46,1930-1930
7.66, (ENG),21,6,5,K Shuttleworth,0,46,1970-1971
46.00, (ENG),36,3,2,J Vine,2,46,1912-1912
5.62, (NZ),8*,12,6,BJ Arnel,4,45,2010-2012
6.42, (ENG),15,7,4,MP Bicknell,0,45,1993-2003
7.50, (NZ),26,10,5,RP de Groen,4,45,1993-1994
22.50, (AUS),23,2,1,JP Faulkner,0,45,2013-2013
22.50, (ENG),27,2,2,MM Patel,0,45,1996-1996
9.00, (SA),12,6,3,FW Smith,1,45,1889-1896
22.50, (ENG),37,2,2,JC Tredwell,0,45,2010-2015
15.00, (IRE),33*,4,2,GC Wilson,1,45,2018-2019
22.00, (AUS),30,2,1,RC Allen,0,44,1887-1887
11.00, (ENG),28,4,2,BC Hollioake,0,44,1997-1998
8.80, (ENG),16,6,3,J Humphries,1,44,1908-1908
22.00, (INDIA),29,2,1,Lall Singh,0,44,1932-1932
14.66, (PAK),22,3,2,Naved Anjum,0,44,1989-1990
22.00, (PAK),40,2,1,Sharjeel Khan,0,44,2017-2017
22.00, (ENG),26,6,3,JW Sharpe,4,44,1890-1892
22.00, (AUS),28,2,1,GR Thoms,0,44,1952-1952
21.50, (SA),32,2,1,JH Anderson,0,43,1902-1902
14.33, (AUS),19*,9,9,JM Bird,6,43,2012-2017
6.14, (ENG),17,7,4,CP Buckenham,0,43,1910-1910
21.50, (AUS),41,2,1,HI Ebeling,0,43,1934-1934
21.50, (AUS),31,2,1,MR Harvey,0,43,1947-1947
14.33, (SA),21,3,2,DJ Meintjes,0,43,1923-1923
43.00, (SA),39*,4,2,D Paterson,3,43,2020-2020
8.60, (ENG/IRE),17,6,3,WB Rankin,1,43,2014-2019
43.00, (INDIA),39*,2,3,Sarandeep Singh,1,43,2000-2002
21.50, (ENG),43,2,2,HI Young,0,43,1899-1899
7.00, (PAK),17,6,4,Anwar Hussain,0,42,1952-1952
14.00, (SA),20,4,2,SF Burke,1,42,1962-1965
14.00, (SA),26*,4,2,OR Dunell,1,42,1889-1889
42.00, (ENG),26,2,2,C Hallows,1,42,1921-1928
2.62, (AUS),12,21,14,H Ironmonger,5,42,1928-1933
7.00, (ENG),17,6,4,RD Jackman,0,42,1981-1982
14.00, (SL),40,3,2,MKGCP Lakshitha,0,42,2002-2002
10.50, (INDIA),13,4,2,JG Navle,0,42,1932-1933
5.25, (PAK),10*,14,14,Saleem Jaffar,6,42,1986-1992
4.20, (PAK),14,12,8,Shaheen Shah Afridi,2,42,2018-2020
14.00, (ENG),18,4,2,CEM Wilson,1,42,1899-1899
10.25, (AUS),19,4,2,EJK Burn,0,41,1890-1890
41.00, (IRE),32*,2,1,J Cameron-Dow,1,41,2019-2019
8.20, (SL),14,7,4,GRA de Silva,2,41,1982-1982
10.25, (WI),20,4,2,LA King,0,41,1962-1968
20.50, (ZIM),33,2,1,CT Mutombodzi,0,41,2020-2020
20.50, (WI),29,2,1,BJ Sealey,0,41,1933-1933
8.20, (AUS),12,5,3,SB Smith,0,41,1984-1984
6.66, (WI),19,7,6,AG Barrett,1,40,1971-1975
13.33, (ENG),22,3,3,GA Cope,0,40,1977-1978
40.00, (ENG),14*,3,2,BAF Grieve,2,40,1889-1889
20.00, (ENG),38,2,2,E Leadbeater,0,40,1951-1952
20.00, (AUS),34,2,1,WH Moule,0,40,1880-1880
8.00, (WI),22*,7,6,SP Narine,2,40,2012-2013
6.66, (INDIA),16,9,7,VB Ranjane,3,40,1958-1964
40.00, (WI),24,2,1,LA Walcott,1,40,1930-1930
8.00, (ENG),21,6,5,A Ward,1,40,1969-1976
9.75, (WI),19,4,2,RA Austin,0,39,2009-2009
13.00, (INDIA),21*,4,2,SV Bahutule,1,39,2001-2001
9.75, (ENG),35,4,2,JC Balderstone,0,39,1976-1976
9.75, (ZIM),31,4,2,GK Bruk-Jackson,0,39,1993-1993
13.00, (SA),17,4,2,HW Chapman,1,39,1914-1921
13.00, (AUS),23*,4,3,TA Copeland,1,39,2011-2011
9.75, (SA),29,4,2,HH Francis,0,39,1899-1899
19.50, (SA),30*,3,2,D Gamsy,1,39,1970-1970
5.57, (INDIA),13,7,4,M Jahangir Khan,0,39,1932-1936
13.00, (AUS),17*,4,2,TK Kendall,1,39,1877-1877
19.50, (PAK),37,2,1,Masood Anwar,0,39,1990-1990
2.29, (AUS),11*,23,14,JV Saunders,6,39,1902-1908
3.90, (SA),11*,16,9,VI Smith,6,39,1947-1957
4.33, (SL),20,12,10,KPJ Warnaweera,3,39,1986-1994
39.00, (AUS),36,2,1,JR Watkins,1,39,1973-1973
19.00, (SA),23,4,4,GF Bissett,2,38,1927-1928
9.50, (AUS),26,4,2,EH Bromley,0,38,1933-1934
7.60, (NZ),19,6,4,JA Dunning,1,38,1933-1937
7.60, (BDESH),20*,6,4,Elias Sunny,1,38,2011-2013
9.50, (SL),24,4,2,KHRK Fernando,0,38,2002-2002
9.50, (WI),22,4,3,HHH Johnson,0,38,1948-1950
4.75, (ENG),16,17,15,IJ Jones,9,38,1964-1968
9.50, (ENG),18,4,2,CP McGahey,0,38,1902-1902
19.00, (NZ),23,2,1,EM Meuli,0,38,1953-1953
19.00, (AUS),25*,5,5,FM Misson,3,38,1960-1961
7.60, (ZIM),14,6,3,J Nyumbu,1,38,2014-2016
12.66, (ENG),18,4,2,J Ormond,1,38,2001-2001
9.50, (INDIA),21,5,4,B Reddy,1,38,1979-1979
9.50, (SA),21,4,2,GH Shepstone,0,38,1896-1899
9.50, (ENG),34,5,5,DR Smith,1,38,1961-1962
12.66, (SL),14,3,2,G Wijekoon,0,38,2005-2005
38.00, (ENG),38,1,1,NF Williams,0,38,1990-1990
18.50, (ENG),33,2,1,LH Gay,0,37,1894-1894
7.40, (ENG),15,6,4,MJ Hilton,1,37,1950-1952
5.28, (ENG),18*,15,13,WE Hollies,8,37,1935-1950
18.50, (SA),13,4,3,DEJ Ironside,2,37,1953-1954
9.25, (PAK),13*,11,9,Mohsin Kamal,7,37,1984-1994
12.33, (WI),35,3,2,DJ Pagon,0,37,2005-2005
4.62, (BDESH),19,12,6,Syed Rasel,4,37,2005-2007
18.50, (PAK),33,2,1,Usman Salahuddin,0,37,2018-2018
9.00, (ENG),10,9,8,EW Clark,5,36,1929-1934
9.00, (ENG),18,4,4,WL Cornford,0,36,1930-1930
18.00, (SL),20*,4,3,SKL de Silva,2,36,1997-1997
18.00, (ENG),36,2,1,EM Grace,0,36,1880-1880
18.00, (PAK),29,2,1,Mohammad Ramzan,0,36,1997-1997
18.00, (ENG),25,2,1,JP Stephenson,0,36,1989-1989
6.00, (AUS),18,8,4,FA Ward,2,36,1936-1938
3.88, (INDIA),9,14,9,VR Aaron,5,35,2011-2015
17.50, (AFG),34,2,1,Amir Hamza,0,35,2019-2019
5.83, (AUS),11,7,4,J Angel,1,35,1993-1995
5.83, (ZIM),25,6,4,GB Brent,0,35,1999-2001
17.50, (AUS),35,2,1,DE Hoare,0,35,1961-1961
3.18, (AUS),10,15,11,RG Holland,4,35,1984-1986
17.50, (SA),29,2,1,NV Lindsay,0,35,1921-1921
8.75, (WI),26,4,2,EA Moseley,0,35,1990-1990
11.66, (SA),30,3,2,PC Strydom,0,35,2000-2000
17.50, (AUS),25*,3,3,GE Tribe,1,35,1946-1947
11.66, (WI),19*,4,2,VA Valentine,1,35,1933-1933
17.00, (ENG),34,2,1,J Arnold,0,34,1931-1931
17.00, (ENG),20,2,1,AR Butcher,0,34,1979-1979
17.00, (WI),21,2,1,MG Grell,0,34,1930-1930
6.80, (ENG),15*,8,7,RNS Hobbs,3,34,1967-1971
17.00, (SA),34,2,1,AP Kuiper,0,34,1992-1992
2.00, (ZIM),8,25,15,M Mbangwa,8,34,1996-2000
8.50, (WI),13,4,2,CA Merry,0,34,1933-1933
17.00, (PAK),18,2,1,Mohammad Aslam,0,34,1954-1954
8.50, (PAK),19,5,4,Mohammad Talha,1,34,2009-2014
17.00, (PAK),25,3,2,Nadeem Khan,1,34,1993-1999
4.85, (NZ),13,11,6,PJ Petherick,4,34,1976-1977
17.00, (ENG),17*,4,2,JP Taylor,2,34,1993-1994
11.00, (ENG),21,3,2,T Armitage,0,33,1877-1877
11.00, (SA),16,3,2,AW Briscoe,0,33,1935-1939
16.50, (PAK),25,2,1,Farhan Adil,0,33,2003-2003
16.50, (ENG),32,2,2,AJ Fothergill,0,33,1889-1889
4.71, (PAK),10,8,4,Israr Ali,1,33,1952-1959
5.50, (INDIA),20,6,5,P Krishnamurthy,0,33,1971-1971
16.50, (SA),21,2,1,MJ Macaulay,0,33,1965-1965
5.50, (AFG),24,6,3,Mohammad Nabi,0,33,2018-2019
8.25, (NZ),19,4,3,J Newman,0,33,1932-1933
11.00, (SL),11*,9,8,PDRL Perera,6,33,1999-2002
5.50, (INDIA),18,6,3,KM Rangnekar,0,33,1947-1948
33.00, (ENG),33,1,1,DW Richardson,0,33,1957-1957
6.60, (ENG),24,5,4,TPB Smith,0,33,1946-1947
8.25, (INDIA),19*,6,3,Vizianagram,2,33,1936-1936
16.00, (PAK),23,2,1,Bazid Khan,0,32,2005-2005
10.66, (NZ),20,3,2,NT Broom,0,32,2017-2017
2.90, (INDIA),10*,21,14,JJ Bumrah,10,32,2018-2020
16.00, (NZ),30,2,1,N Gallichan,0,32,1937-1937
8.00, (PAK),18,4,2,MEZ Ghazali,0,32,1954-1954
5.33, (ENG),12,7,4,RJ Kirtley,1,32,2003-2003
6.20, (PAK),11,11,6,Aamer Nazir,6,31,1993-1995
31.00, (ENG),24*,2,1,AG Archer,1,31,1899-1899
5.16, (PAK),9*,8,9,Arshad Khan,2,31,1997-2005
15.50, (ENG),16,2,1,J Cranston,0,31,1890-1890
6.20, (NZ),11,5,3,GR Dickinson,0,31,1930-1932
7.75, (ENG),14,6,4,JA Flavell,2,31,1961-1964
10.33, (NZ),13,3,2,RM Harris,0,31,1959-1959
7.75, (AUS),17,4,2,RB Kerr,0,31,1985-1985
15.50, (NZ),18*,5,3,N Puna,3,31,1966-1966
4.42, (ENG),9,7,4,GB Studd,0,31,1882-1883
6.20, (INDIA),20,5,3,S Viswanath,0,31,1985-1985
7.75, (NZ),18,4,2,DJ White,0,31,1990-1990
4.42, (AFG),18,7,4,Yamin Ahmadzai,0,31,2018-2019
5.00, (SA),12,6,3,JP Duminy,0,30,1927-1929
15.00, (WI),30,2,1,MC Frederick,0,30,1954-1954
-, (SA),19*,3,3,CG Halse,3,30,1964-1964
15.00, (ENG),25,2,1,HTW Hardinge,0,30,1921-1921
7.50, (ENG),15,4,2,WK Hegg,0,30,1998-1999
7.50, (SL),26,4,2,MDUS Jayasundera,0,30,2015-2015
15.00, (AUS),17,2,2,LJ Nash,0,30,1932-1937
7.50, (INDIA),13,4,2,S Nazir Ali,0,30,1932-1934
7.50, (SA),16,5,3,ES Newson,1,30,1930-1939
15.00, (ZIM),11,5,3,VM Nyauchi,3,30,2020-2020
10.00, (ENG),17*,10,9,G Onions,7,30,2009-2012
15.00, (ENG),21*,5,5,FE Rumsey,3,30,1964-1965
30.00, (AUS),30,1,1,JW Rutherford,0,30,1956-1956
10.00, (AUS),14,5,6,RA Saggers,2,30,1948-1950
15.00, (ENG),21*,6,3,M Sherwin,4,30,1887-1888
15.00, (AUS),24*,3,2,DBM Smith,1,30,1912-1912
30.00, (INDIA),30,1,1,V Yadav,0,30,1993-1993
10.00, (PAK),22,3,2,Zahoor Elahi,0,30,1996-1996
9.66, (ENG),15,4,2,KV Andrew,1,29,1954-1963
7.25, (AUS),11,4,2,PC Charlton,0,29,1890-1890
9.66, (PAK),16,3,2,Ijaz Ahmed jnr,0,29,1995-1995
9.66, (INDIA),16,4,2,PE Palia,1,29,1932-1936
14.50, (ENG),22,2,1,JH Parks,0,29,1937-1937
5.80, (SL),17,6,3,MD Shanaka,1,29,2016-2017
29.00, (INDIA),24,2,1,IR Siddiqui,1,29,2001-2001
7.25, (ENG),10,7,6,CEW Silverwood,3,29,1996-2002
14.50, (NZ),26,2,1,PB Truscott,0,29,1965-1965
9.33, (ENG),17,4,5,F Barratt,1,28,1929-1930
4.66, (ENG),10*,11,15,WE Bowes,5,28,1932-1946
7.00, (SA),13,4,2,CAR Duckworth,0,28,1957-1957
-, (AUS),28*,1,1,FAW Freer,1,28,1946-1946
28.00, (NZ),28,1,1,SR Gillespie,0,28,1986-1986
28.00, (INDIA),17*,3,3,BP Gupte,2,28,1961-1965
9.33, (AUS),19,5,5,JR Hammond,2,28,1973-1973
7.00, (ENG),15,6,5,MC Ilott,2,28,1993-1995
7.00, (NZ),22,5,4,RJ Kennedy,1,28,1996-1996
7.00, (PAK),12,7,5,Liaqat Ali,3,28,1975-1978
3.11, (SA),5,24,15,CN McCarthy,15,28,1948-1951
7.00, (AUS),15*,5,3,JN Maguire,1,28,1983-1984
5.60, (PAK),14,7,4,Mohammad Irfan,2,28,2013-2013
7.00, (NZ),19,4,2,RJ Nicol,0,28,2012-2012
14.00, (WI),28,2,1,AT Roberts,0,28,1956-1956
28.00, (ENG),28,1,1,J Shuter,0,28,1888-1888
28.00, (ENG),27*,2,2,GB Stevenson,1,28,1980-1981
9.33, (INDIA),22,3,3,R Vijay Bharadwaj,0,28,1999-2000
7.00, (SL),17,4,2,MD Wettimuny,0,28,1983-1983
5.60, (ENG),10*,10,8,JA Young,5,28,1947-1949
2.70, (BDESH),7*,16,9,Abu Jayed,6,27,2018-2020
3.37, (NZ),8*,15,10,GI Allott,7,27,1996-1999
6.75, (ENG),13,5,4,RMH Cottam,1,27,1969-1973
13.50, (WI),27,2,1,LV Garrick,0,27,2001-2001
9.00, (SA),17*,5,4,RK Kleinveldt,2,27,2012-2013
13.50, (ENG),20,2,1,J Lewis,0,27,2006-2006
6.75, (AUS),22,4,3,NJ Maddinson,0,27,2016-2016
13.50, (INDIA),15,2,1,RR Singh,0,27,1998-1998
9.00, (SA),19,4,2,EA van der Merwe,1,27,1929-1936
27.00, (AUS),27,1,1,AJ Woodcock,0,27,1974-1974
6.75, (ENG),13,4,2,RA Young,0,27,1907-1908
13.00, (PAK),25,2,1,Atiq-uz-Zaman,0,26,2000-2000
-, (AUS),22*,2,1,IW Callen,2,26,1978-1978
5.20, (ENG),9,7,5,TW Cartwright,2,26,1964-1965
6.50, (ENG),14,4,2,IA Greig,0,26,1982-1982
8.66, (ENG),19,3,2,A Habib,0,26,1999-1999
13.00, (SA),26,2,1,F Kuys,0,26,1899-1899
5.20, (AUS),12*,6,3,PG McShane,1,26,1885-1888
13.00, (ENG),26,2,1,JW Martin,0,26,1947-1947
13.00, (ENG),17,2,1,W Newham,0,26,1888-1888
3.71, (SA),10*,12,10,D Olivier,5,26,2017-2019
6.50, (SA),12,4,3,JE Pothecary,0,26,1960-1960
13.00, (INDIA),24,2,1,K Rai Singh,0,26,1948-1948
13.00, (WI),23,2,1,RR Ramdass,0,26,2005-2005
4.33, (SA),13*,9,5,GA Rowe,3,26,1896-1902
26.00, (SA),20*,2,1,GC Viljoen,1,26,2016-2016
4.33, (SA),9,6,3,CH Vintcent,0,26,1889-1892
12.50, (PAK),16,2,1,Atif Rauf,0,25,1994-1994
12.50, (ENG),25,2,2,MP Bowden,0,25,1889-1889
8.33, (SA),15,3,2,RG Draper,0,25,1950-1950
6.25, (INDIA),8,7,4,D Ganesh,3,25,1997-1997
6.25, (SA),14,4,2,GM Griffin,0,25,1960-1960
-, (AUS),25*,1,1,LJ Johnson,1,25,1948-1948
25.00, (NZ),20*,2,1,AJ McKay,1,25,2010-2010
12.50, (SA),21,2,1,CH Mills,0,25,1892-1892
6.25, (PAK),13,4,2,Mohammad Salman,0,25,2011-2011
8.33, (ZIM),11*,5,3,CT Mumba,2,25,2016-2020
25.00, (ENG),25*,2,2,TA Munton,1,25,1992-1992
2.77, (INDIA),12,10,7,JM Patel,1,25,1955-1960
12.50, (INDIA),16,2,1,RC Saxena,0,25,1967-1967
12.50, (PAK),16,2,1,Shahid Mahmood,0,25,1962-1962
8.33, (NZ),18*,4,2,IM Sinclair,1,25,1956-1956
25.00, (ENG),25,1,1,TF Smailes,0,25,1946-1946
8.33, (ENG),16*,4,3,DV Smith,1,25,1957-1957
12.50, (SA),18,2,1,VM Tancred,0,25,1899-1899
25.00, (WI),23*,2,1,GC Tonge,1,25,2009-2009
5.00, (ENG),13,5,3,SL Watkin,0,25,1991-1993
8.00, (AUS),11*,6,3,DD Blackie,3,24,1928-1929
2.40, (NZ),8,12,6,BP Bracewell,2,24,1978-1985
8.00, (PAK),10,5,4,Kabir Khan,2,24,1994-1995
8.00, (ENG),8*,4,2,NA Knox,1,24,1907-1907
6.00, (WI),20,4,2,SH Lewis,0,24,2018-2018
4.80, (SL),11,6,3,MAWR Madurasinghe,1,24,1988-1992
-, (ENG),20*,2,1,AM Miller,2,24,1896-1896
2.66, (PAK),10*,15,9,Mohammad Akram,6,24,1995-2001
12.00, (ZIM),18,2,1,F Mutizwa,0,24,2012-2012
8.00, (BDESH),16,3,2,Saif Hassan,0,24,2020-2020
3.42, (WI),12*,9,6,CEL Stuart,2,24,2000-2001
24.00, (BDESH),24,1,1,Sunzamul Islam,0,24,2018-2018
6.00, (PAK),13,4,3,Zulqarnain,0,24,1986-1986
11.50, (WI),17,6,4,LS Baker,4,23,2008-2009
23.00, (ENG),23,1,1,VA Barton,0,23,1892-1892
23.00, (ENG),23*,2,2,WM Bradley,1,23,1899-1899
11.50, (ZIM),15,2,1,IP Butchart,0,23,1995-1995
5.75, (AUS),21,4,2,PH Carlson,0,23,1979-1979
11.50, (NZ),14,2,1,FE Fisher,0,23,1953-1953
11.50, (NZ),16,2,1,RA Jones,0,23,2003-2003
23.00, (WI),23,1,1,RC Miller,0,23,1953-1953
11.50, (AFG),14,2,1,Qais Ahmad,0,23,2019-2019
2.87, (SL),12,10,8,CAK Rajitha,2,23,2018-2020
23.00, (SA),17*,2,1,AW Seccull,1,23,1896-1896
5.75, (SL),19,4,2,ML Udawatte,0,23,2018-2018
7.66, (AUS),10*,6,4,BA Williams,3,23,2003-2004
22.00, (NZ),17,3,2,B Andrews,2,22,1973-1974
7.33, (BDESH),13,6,3,Anwar Hossain Monir,3,22,2003-2005
11.00, (WI),20,2,2,RA Austin,0,22,1978-1978
7.33, (ENG),13,4,3,HR Butt,1,22,1896-1896
11.00, (INDIA),14,2,1,HG Gaekwad,0,22,1952-1952
11.00, (SL),22,2,1,C Karunaratne,0,22,2019-2019
11.00, (SL),15,2,1,CKB Kulasekara,0,22,2011-2011
7.33, (AUS),16,4,2,PE McIntyre,1,22,1995-1996
7.33, (AUS),13*,4,3,G Noblet,1,22,1950-1953
11.00, (ENG),22,2,1,CH Palmer,0,22,1954-1954
11.00, (AUS),14,2,1,WN Phillips,0,22,1992-1992
7.33, (SA),9,4,4,D Pretorius,1,22,2002-2003
3.66, (AUS),9,13,8,DA Renneberg,7,22,1966-1968
11.00, (SA),15,2,1,SV Samuelson,0,22,1910-1910
11.00, (BDESH),10*,6,3,Tareq Aziz,4,22,2004-2004
22.00, (AUS),12*,5,4,AL Thomson,4,22,1970-1971
4.40, (SL),8,7,4,RGCE Wijesuriya,2,22,1982-1985
-, (NZ),21*,3,2,W Bell,3,21,1954-1954
2.62, (WI),6,11,6,MI Black,3,21,2000-2002
7.00, (ENG),11*,5,4,W Brearley,2,21,1905-1912
10.50, (SA),18,2,1,G Cripps,0,21,1892-1892
5.25, (PAK),12,4,3,Ehsan Adil,0,21,2013-2015
10.50, (ZIM),16,2,1,NR Ferreira,0,21,2005-2005
21.00, (SA),18*,2,1,GK Glover,1,21,1896-1896
7.00, (AUS),8*,6,3,JC Hill,3,21,1953-1955
3.50, (ENG),9,6,3,AN Hornby,0,21,1879-1884
7.00, (SA),9*,5,3,JD Lindsay,2,21,1947-1947
4.20, (ENG),11,5,3,MJ McCague,0,21,1993-1994
21.00, (AUS),13*,2,1,GA Manou,1,21,2009-2009
10.50, (ZIM),17,2,1,WP Masakadza,0,21,2018-2018
5.25, (NZ),10,4,2,T Meale,0,21,1958-1958
21.00, (AUS),21*,2,1,LE Nagel,1,21,1932-1932
10.50, (ENG),13,2,1,DJ Pattinson,0,21,2008-2008
7.00, (ENG),12*,4,3,NV Radford,1,21,1986-1988
10.50, (AUS),17,2,1,JC Reedman,0,21,1894-1894
10.50, (ENG),18,2,1,VPFA Royle,0,21,1879-1879
5.25, (WI),12,5,4,J Trim,1,21,1948-1952
21.00, (WI),21,1,1,GL Wight,0,21,1953-1953
10.50, (AUS),13,2,2,RD Woolley,0,21,1983-1984
6.66, (WI),14,3,2,RRS Cornwall,0,20,2019-2019
6.66, (NZ),8*,7,5,HT Davis,4,20,1994-1997
10.00, (SA),20,2,2,F de Wet,0,20,2009-2010
6.66, (AUS),10*,4,2,CJ Eady,1,20,1896-1902
20.00, (SA),20,1,1,I Khan,0,20,2009-2009
20.00, (SA),20,1,1,LA Markham,0,20,1949-1949
5.00, (ENG),9,6,5,TB Mitchell,2,20,1933-1935
10.00, (PAK),20,2,1,Naved Latif,0,20,2002-2002
20.00, (ENG),20,2,1,SS Schultz,1,20,1879-1879
20.00, (SA),18*,4,2,T Shamsi,3,20,2016-2018
6.66, (AUS),8,5,3,SW Tait,2,20,2005-2008
6.66, (ENG),18*,5,3,MF Tremlett,2,20,1948-1948
10.00, (ENG),13,2,1,A Wharton,0,20,1949-1949
9.50, (SA),16,2,1,HV Baumgartner,0,19,1913-1913
19.00, (NZ),10*,4,2,DC Cleverley,3,19,1932-1946
9.50, (ENG),19,2,1,A Coxon,0,19,1948-1948
9.50, (INDIA),19,2,1,LP Jai,0,19,1933-1933
4.75, (SL),8,4,2,S Jeganathan,0,19,1983-1983
9.50, (ENG),18,2,1,HW Lee,0,19,1931-1931
3.16, (ENG),7,6,3,AJW McIntyre,0,19,1950-1955
9.50, (INDIA),11,3,2,SV Nayak,1,19,1982-1982
9.50, (SA),9,4,4,AL Phehlukwayo,2,19,2017-2018
9.50, (ENG),19,2,1,OP Stone,0,19,2019-2019
3.16, (SA/ZIM),5*,10,7,AJ Traicos,4,19,1970-1993
6.33, (SA),8*,5,5,LL Tsotsobe,2,19,2010-2011
9.00, (NZ),11,2,1,AR Adams,0,18,2002-2002
9.00, (AUS),15,2,1,BB Cooper,0,18,1877-1877
9.00, (ENG),14,2,1,AJ Evans,0,18,1921-1921
18.00, (INDIA),11*,2,1,MJ Gopalan,1,18,1934-1934
18.00, (INDIA),18,1,1,Gursharan Singh,0,18,1990-1990
9.00, (ENG),18,2,2,C Heseltine,0,18,1896-1896
4.50, (IRE),11,4,2,AR McBrine,0,18,2019-2019
9.00, (ENG),11,3,2,JE McConnon,1,18,1954-1954
18.00, (NZ),16,2,1,EG McLeod,1,18,1930-1930
6.00, (PAK),17,3,2,Mohammad Hussain,0,18,1996-1998
9.00, (AFG),15,2,1,Mujeeb Ur Rahman,0,18,2018-2018
6.00, (SL),12*,5,4,RAP Nissanka,2,18,2003-2003
9.00, (IRE),18,2,1,NJ O'Brien,0,18,2018-2018
3.00, (BDESH),6,6,3,Sajedul Islam,0,18,2008-2013
18.00, (NZ),18,1,1,RH Scott,0,18,1947-1947
4.50, (WI),12,4,2,EL St Hill,0,18,1930-1930
9.00, (SA),12,2,1,AI Taylor,0,18,1956-1956
17.00, (AUS),17*,2,1,HH Alexander,1,17,1933-1933
8.50, (NZ),12,2,1,RT Barber,0,17,1956-1956
4.25, (ENG),7*,5,3,GD Barlow,1,17,1976-1977
8.50, (ZIM),16,2,1,GA Briant,0,17,1993-1993
8.50, (ENG),10,2,1,D Brookes,0,17,1948-1948
5.66, (SA),8,3,2,LS Brown,0,17,1931-1932
17.00, (ENG),17,1,1,S Christopherson,0,17,1884-1884
3.40, (SA),12*,6,3,JL Cox,1,17,1913-1914
2.42, (WI),5*,12,9,DT Dewdney,5,17,1955-1958
4.25, (WI),9,4,4,R Dhanraj,0,17,1994-1996
5.66, (WI),10,3,2,BBM Gaskin,0,17,1948-1948
3.40, (INDIA),6,7,4,S Guha,2,17,1967-1969
17.00, (PAK),10,2,1,Khalid Hasan,1,17,1954-1954
4.25, (ZIM),7,5,3,EZ Matambanadzo,1,17,1996-1999
8.50, (AFG),15,2,1,Nasir Jamal,0,17,2019-2019
8.50, (ZIM),14,2,1,N Ncube,0,17,2011-2011
-, (PAK),16*,3,2,Niaz Ahmed,3,17,1967-1969
